block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
64,4,200,16.66009698339977,,100.0,62.0,0.0653984006494283,"[0.05798399820923805, 0.07068800181150436, 0.06851200014352798, 0.0663359984755516, 0.06560000032186508, 0.06579200178384781, 0.06480000168085098, 0.06483200192451477, 0.06460800021886826, 0.06483200192451477]",62.0,97.922,0.0064039421883933,730.7890160009265,0,873.783364193514,7.817312241691071e-07,10479305094.544714,16.66009698339977,62.0,,2.25204904563725,42.0706607401371,2025-03-27T10:56:16.654805,rq2_bayes_opt,4,2048,16,256
8,32,215,16.663306153937015,,100.0,61.0,0.0481375996023416,"[0.04047999903559685, 0.05407999828457832, 0.050144001841545105, 0.04940799996256828, 0.04825599864125252, 0.04835199937224388, 0.047775998711586, 0.04732799902558327, 0.04739199951291084, 0.04816000163555145]",63.0,112.607,0.0054206306784208,730.5563241243362,0,822.0668758731335,6.616980808619246e-07,12380268640.539415,16.663306153937015,61.0,,2.139621181413532,41.03102395310998,2025-03-27T10:56:16.654805,rq2_bayes_opt,4,2048,16,256
64,1,115,4.166596472706717,,100.0,61.0,0.0422655995935201,"[0.035071998834609985, 0.04774399846792221, 0.044704001396894455, 0.04339199885725975, 0.04291199892759323, 0.04230400174856186, 0.042367998510599136, 0.04153599962592125, 0.04124800115823746, 0.04137599840760231]",62.0,97.563,0.0041235586931426,729.4140749145299,0,802.2705190815032,5.033640982840097e-07,16274501951.821527,4.166596472706717,61.0,,2.21696007065475,49.20784803107381,2025-03-27T10:56:16.654805,rq2_bayes_opt,4,2048,16,256
256,4,250,66.4259595380631,,100.0,63.0,0.0688576001673936,"[0.060127999633550644, 0.0732479989528656, 0.07023999840021133, 0.06937599927186966, 0.0679360032081604, 0.06870400160551071, 0.07625599950551987, 0.06761600077152252, 0.06723199784755707, 0.06784000247716904]",64.0,102.764,0.007076082423602,0.0,0,0.0,8.637795927248589e-07,9483900834.190475,66.4259595380631,63.0,,2.248398959636688,0.3059250302612781,2025-03-27T10:56:16.654805,rq2_bayes_opt,4,2048,16,256
16,2,235,2.083333333333333,,100.0,61.0,0.0390879996120929,"[0.03177599981427193, 0.044895999133586884, 0.041600000113248825, 0.03993599861860275, 0.03996799886226654, 0.03872000053524971, 0.03862399980425835, 0.03846399858593941, 0.03859199956059456, 0.03830400109291077]",62.0,99.3075,0.0038817315214779,721.4736200403422,0,784.1129421722144,4.738441798679105e-07,17288383709.352753,2.083333333333333,61.0,,1.8443758599460125,44.916279846802354,2025-03-27T10:56:16.654805,rq2_bayes_opt,4,2048,16,256
4,8,235,2.083333333333333,,100.0,61.0,0.0383136000484228,"[0.030848000198602676, 0.043007999658584595, 0.04121600091457367, 0.039712000638246536, 0.03868800029158592, 0.0390079990029335, 0.03776000067591667, 0.038015998899936676, 0.03734400123357773, 0.03753599897027016]",62.0,106.239,0.0040703985555443,727.0163840148598,0,773.4975931234658,4.968748236748524e-07,16487049875.8873,2.083333333333333,61.0,,2.162981079891324,0.4732918459922075,2025-03-27T10:56:16.654805,rq2_bayes_opt,4,2048,16,256
8,16,185,8.33291573823757,,100.0,61.0,0.0648000005632638,"[0.05711999908089638, 0.06972800195217133, 0.06774400174617767, 0.06572800129652023, 0.06454399973154068, 0.0655680000782013, 0.06419199705123901, 0.06387200206518173, 0.06496000289916992, 0.06454399973154068]",62.0,107.895,0.0069915960607733,707.665405003354,0,872.0142981037498,4.2673315800618644e-07,19197008355.936665,8.33291573823757,61.0,,49.094351939857006,0.0,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
4,8,100,2.083333333333333,,100.0,61.0,0.0634400002658367,"[0.05580800026655197, 0.06844799965620041, 0.06659200042486191, 0.06457599997520447, 0.06377600133419037, 0.06355199962854385, 0.0628800019621849, 0.06272000074386597, 0.06275200098752975, 0.06329599767923355]",62.0,102.59,0.0065083096272721,703.0897249933332,0,864.4813077989966,3.972356950239373e-07,20622517318.10343,2.083333333333333,61.0,,0.1270880457013845,47.74885415099561,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
8,4,215,2.083333333333333,,100.0,61.0,0.0624640006572008,"[0.0549440011382103, 0.06735999882221222, 0.06467200070619583, 0.06348799914121628, 0.0628800019621849, 0.06275200098752975, 0.0623680017888546, 0.06195199862122536, 0.0623680017888546, 0.06185600161552429]",62.0,104.414,0.0065221161646209,715.0325442198664,0,870.4647950362414,3.980783791882914e-07,20578861923.383125,2.083333333333333,61.0,,0.1212379429489374,48.97939483635128,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,128,135,16.665110714063925,,100.0,61.0,0.0740543991327285,"[0.06646399945020676, 0.07999999821186066, 0.07628799974918365, 0.07507199794054031, 0.07420799881219864, 0.07516799867153168, 0.0745600014925003, 0.07280000299215317, 0.07292799651622772, 0.07305599749088287]",64.0,137.668,0.0101949210198044,715.790782822296,0,924.4421031326056,6.222485974001756e-07,13165156232.134705,16.665110714063925,61.0,,0.124878017231822,49.10166608169675,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,512,200,65.66159356321492,,100.0,62.0,0.2194015994668006,"[0.211776003241539, 0.22604799270629883, 0.22227199375629425, 0.21967999637126923, 0.22044800221920013, 0.21916800737380981, 0.21849599480628967, 0.2184319943189621, 0.21916800737380981, 0.21852800250053406]",66.0,163.319,0.0358324498233184,710.4912581853569,0,987.5773168168962,2.1870391737865244e-06,3745703368.365736,65.66159356321492,62.0,,0.122627941891551,52.75143403559923,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
64,4,215,16.614611524788977,,100.0,62.0,0.0938048012554645,"[0.08620800077915192, 0.09888000041246414, 0.09603200107812881, 0.09433600306510925, 0.09324800223112106, 0.09513600170612335, 0.09337600320577621, 0.09353599697351456, 0.09424000233411789, 0.09305600076913834]",62.0,101.412,0.0095129325049191,719.2214000970125,0,921.567653072998,5.806233218334456e-07,14108975116.831274,16.614611524788977,62.0,,0.1224870793521404,46.04534665122628,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
64,1,165,4.166348503359804,,100.0,63.0,0.0198272000066936,"[0.012160000391304493, 0.02457600086927414, 0.021183999255299568, 0.02131200022995472, 0.02006400004029274, 0.02054399996995926, 0.019999999552965164, 0.019007999449968338, 0.01926399953663349, 0.020160000771284103]",64.0,101.8685,0.0020197671238818,0.0,0,0.0,1.2327680199474286e-07,66452080743.864105,4.166348503359804,63.0,,0.1401379704475402,0.301833963021636,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
256,1,235,15.068917538895509,,100.0,62.0,0.0958016000688076,"[0.08825600147247314, 0.10092800110578537, 0.09852799773216248, 0.09654399752616882, 0.09587199985980988, 0.09603200107812881, 0.0963200032711029, 0.09558399766683578, 0.09487999975681305, 0.09507200121879578]",62.0,101.392,0.0097135158341765,709.7133689094335,0,927.7682430110872,5.928659566758143e-07,13817625903.049578,15.068917538895509,62.0,,0.060118967667222,49.52002828940749,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
32,32,100,66.12327138305895,,100.0,61.0,0.2108736008405685,"[0.20323200523853302, 0.21663999557495117, 0.21379199624061584, 0.21212799847126007, 0.21084800362586975, 0.21065600216388702, 0.21036800742149353, 0.20960000157356262, 0.21158400177955627, 0.20988799631595612]",61.0,99.7725,0.0210393863398656,0.0,0,0.0,1.2841422326578145e-06,6379355644.308075,66.12327138305895,61.0,,0.1418578904122114,0.3011240623891353,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,128,235,16.65174479226025,,100.0,63.0,0.0185120002366602,"[0.011327999643981457, 0.023360000923275948, 0.02022399939596653, 0.018592000007629395, 0.019680000841617584, 0.018688000738620758, 0.018848000094294548, 0.017855999991297722, 0.01833599992096424, 0.01820800080895424]",66.0,145.807,0.0026991792185067,0.0,0,0.0,1.6474482534831055e-07,49725385806.07995,16.65174479226025,63.0,,0.0657890923321247,0.066267792135477,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
32,16,235,33.20888535822763,,100.0,62.0,0.1594111993908882,"[0.1515199989080429, 0.16463999450206757, 0.16230399906635284, 0.16140800714492798, 0.15878400206565857, 0.15904000401496887, 0.16038399934768677, 0.1590079963207245, 0.15827199816703796, 0.15875199437141418]",62.0,101.199,0.0161322539671585,717.5273029133677,0,963.9255870133638,9.84634641550201e-07,8319837282.083207,33.20888535822763,62.0,,0.0546891242265701,0.2315659075975418,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
4,128,100,33.075503080069595,,100.0,63.0,0.0228192000649869,"[0.01548799965530634, 0.027264000847935677, 0.025407999753952026, 0.024480000138282776, 0.023104000836610794, 0.02271999977529049, 0.02252800017595291, 0.022112000733613968, 0.022431999444961548, 0.022655999287962914]",64.0,102.222,0.002332624269043,0.0,0,0.0,1.4237208673358738e-07,57539368762.14518,33.075503080069595,63.0,,0.149457948282361,0.3045040648430586,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1024,1,165,60.21378152334967,,100.0,64.0,0.026108800061047,"[0.018783999606966972, 0.03129599988460541, 0.028831999748945236, 0.02739199995994568, 0.026944000273942947, 0.02643200010061264, 0.025312000885605812, 0.02534399926662445, 0.025248000398278236, 0.02550400048494339]",64.0,104.743,0.0027347140447942,0.0,0,0.0,1.6691369902308678e-07,49079255015.89248,60.21378152334967,64.0,,0.0712980981916189,0.0635290052741766,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,256,200,32.96084823156321,,100.0,62.0,0.1160223998129367,"[0.10803200304508209, 0.12163200229406357, 0.11827199906110764, 0.11724799871444702, 0.11619199812412262, 0.11609599739313126, 0.11577600240707397, 0.11548800021409988, 0.1151999980211258, 0.11628799885511398]",66.0,166.588,0.0193279395400375,714.7772549651563,0,943.9313628245144,1.1796838098167426e-06,6944233642.803475,32.96084823156321,62.0,,0.0564088113605976,49.65690337121487,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
4,256,135,65.65652323509637,,100.0,62.0,0.2227648004889488,"[0.2152319997549057, 0.22870400547981262, 0.2250239998102188, 0.22457599639892578, 0.22313599288463593, 0.22275200486183167, 0.22256000339984894, 0.22166399657726288, 0.22195200622081757, 0.22204799950122833]",65.0,134.31,0.0299195403536707,710.3581740520895,0,987.4748261645436,1.8261438204144724e-06,4485955546.557497,65.65652323509637,62.0,,0.1316580455750227,53.016387624666095,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
8,16,235,8.33291589837042,,100.0,62.0,0.0650464002043008,"[0.057151999324560165, 0.06976000219583511, 0.07065600156784058, 0.06598400324583054, 0.06483200192451477, 0.06521599739789963, 0.06428799778223038, 0.06444799900054932, 0.06390400230884552, 0.0642239972949028]",63.0,111.273,0.0072379080899331,718.7947458587587,0,872.8203938808292,4.417668511922103e-07,18543718203.14718,8.33291589837042,62.0,,0.140907010063529,50.249559339135885,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
64,16,150,65.9460026064324,,100.0,62.0,0.3064127951860428,"[0.29785600304603577, 0.31167998909950256, 0.3078719973564148, 0.30646398663520813, 0.30847999453544617, 0.30691200494766235, 0.30665600299835205, 0.30585598945617676, 0.30588799715042114, 0.30646398663520813]",62.0,101.681,0.031156359427312,717.8171200212091,0,1001.306165009737,1.9016332658271497e-06,4307875838.739465,65.9460026064324,62.0,,0.147487036883831,48.93149505369365,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,115,16.650794554500404,,100.0,64.0,0.0181343999691307,"[0.011103999800980091, 0.02316799946129322, 0.019807999953627586, 0.018432000651955605, 0.01756799966096878, 0.019487999379634857, 0.017472000792622566, 0.018688000738620758, 0.017311999574303627, 0.018303999677300453]",65.0,115.946,0.0021026111388208,0.0,0,0.0,1.283331993909201e-07,63833832857.59185,16.650794554500404,64.0,,0.146188074722886,0.2914750948548317,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
32,8,250,16.664140601466283,,100.0,61.0,0.0665279999375343,"[0.058687999844551086, 0.07260800153017044, 0.06908799707889557, 0.06678400188684464, 0.06592000275850296, 0.06675200164318085, 0.06723199784755707, 0.0663679987192154, 0.06531199812889099, 0.06652799993753433]",61.0,99.221,0.006600974681802,0.0,0,0.0,4.0289152110608483e-07,20333016633.13728,16.664140601466283,61.0,,0.0611690338701009,0.0622090883553028,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
256,4,250,66.4259595380631,,100.0,63.0,0.0688576001673936,"[0.060127999633550644, 0.0732479989528656, 0.07023999840021133, 0.06937599927186966, 0.0679360032081604, 0.06870400160551071, 0.07625599950551987, 0.06761600077152252, 0.06723199784755707, 0.06784000247716904]",64.0,102.764,0.007076082423602,0.0,0,0.0,4.3188979636242956e-07,18967801668.380955,66.4259595380631,63.0,,0.0832979567348957,0.0588190741837024,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,100,2.083333333333333,,100.0,60.0,0.0143968000542372,"[0.00774399982765317, 0.019807999953627586, 0.016896000131964684, 0.014720000326633453, 0.01414399966597557, 0.014816000126302242, 0.014112000353634357, 0.01369599997997284, 0.013632000423967838, 0.014399999752640724]",61.0,0.0,0.0,0.0,0,0.0,1000000.0,0.0,2.083333333333333,60.0,,15.333288814872503,0.0974682625383138,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,115,2.083333333333333,,100.0,64.0,0.0163360000587999,"[0.009568000212311745, 0.021376000717282295, 0.018464000895619392, 0.01724799908697605, 0.01708799973130226, 0.01651199907064438, 0.0161920003592968, 0.01548799965530634, 0.015744000673294067, 0.01568000018596649]",65.0,116.162,0.0018976224388303,0.0,0,0.0,1.1582168205751487e-07,70729416586.54213,2.083333333333333,64.0,,0.2739150077104568,0.0815489329397678,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,100,4.166272209556366,,100.0,63.0,0.016483199968934,"[0.009824000298976898, 0.022143999114632607, 0.018464000895619392, 0.017823999747633934, 0.016672000288963318, 0.01616000011563301, 0.015552000142633915, 0.01708799973130226, 0.015807999297976494, 0.015296000055968761]",64.0,102.085,0.0016826874688286,0.0,0,0.0,1.0270309257987265e-07,79763907728.76724,4.166272209556366,63.0,,0.1549269072711467,0.0760890543460846,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,135,2.083333333333333,,100.0,64.0,0.0161888002417981,"[0.009568000212311745, 0.021247999742627144, 0.018432000651955605, 0.017696000635623932, 0.016672000288963318, 0.016416000202298164, 0.015519999898970127, 0.015168000012636185, 0.015456000342965126, 0.01571200042963028]",65.0,126.069,0.0020409058576832,0.0,0,0.0,1.2456700791523758e-07,65763801644.60801,2.083333333333333,64.0,,1.7883491236716509,0.0933178234845399,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,150,2.083333333333333,,100.0,64.0,0.0163264000788331,"[0.009600000455975533, 0.02131200022995472, 0.019200000911951065, 0.01817600056529045, 0.0161920003592968, 0.016543999314308167, 0.016063999384641647, 0.015135999768972397, 0.015359999611973763, 0.01568000018596649]",65.0,125.9,0.002055493769925,0.0,0,0.0,1.254573834182793e-07,65297073610.148445,2.083333333333333,64.0,,0.272256089374423,0.0807179603725671,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1024,1,100,60.17890565101701,,100.0,63.0,0.0260640000924468,"[0.018912000581622124, 0.03033600002527237, 0.029120000079274178, 0.02751999907195568, 0.026399999856948853, 0.02643200010061264, 0.025919999927282333, 0.025248000398278236, 0.02502400055527687, 0.025728000327944756]",64.0,102.173,0.0026630370814455,0.0,0,0.0,1.625388843655742e-07,50400247497.54632,60.17890565101701,63.0,,0.1674171071499586,0.0851990189403295,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,165,2.083333333333333,,100.0,64.0,0.0163583999499678,"[0.009727999567985535, 0.021344000473618507, 0.018719999119639397, 0.017503999173641205, 0.016767999157309532, 0.01648000068962574, 0.015968000516295433, 0.015776000916957855, 0.01539199985563755, 0.015904000028967857]",65.0,125.96,0.0020605040576979,0.0,0,0.0,1.257631871153535e-07,65138298320.04869,2.083333333333333,64.0,,1.7742689233273268,0.0899592414498329,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,185,2.083333333333333,,100.0,64.0,0.0160096002742648,"[0.009568000212311745, 0.02127999998629093, 0.017952000722289085, 0.016736000776290894, 0.016224000602960587, 0.01603199914097786, 0.015424000099301338, 0.015744000673294067, 0.01539199985563755, 0.015744000673294067]",65.0,126.025,0.0020176098745642,0.0,0,0.0,1.2314513394557026e-07,66523131994.97463,2.083333333333333,64.0,,0.2679550088942051,0.078659038990736,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,250,65.92087565384297,,100.0,63.0,0.0370816001668572,"[0.029120000079274178, 0.04217600077390671, 0.040192000567913055, 0.03791999816894531, 0.03721600025892258, 0.03721600025892258, 0.036959998309612274, 0.03686400130391121, 0.03638400137424469, 0.036768000572919846]",71.0,213.818,0.007928713584477,0.0,0,0.0,4.839302724900564e-07,16928058577.216463,65.92087565384297,63.0,,0.1521371304988861,0.0758187379688024,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,200,2.083333333333333,,100.0,64.0,0.0162528000771999,"[0.009568000212311745, 0.02191999927163124, 0.018400000408291817, 0.01756799966096878, 0.016896000131964684, 0.015968000516295433, 0.015744000673294067, 0.015552000142633915, 0.01539199985563755, 0.015519999898970127]",65.0,126.067,0.0020489417473323,0.0,0,0.0,1.250574796955789e-07,65505877936.62061,2.083333333333333,64.0,,1.747440081089735,0.0927178189158439,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,215,2.083333333333333,,100.0,64.0,0.0163423999212682,"[0.009568000212311745, 0.02143999934196472, 0.018751999363303185, 0.017152000218629837, 0.01664000004529953, 0.01651199907064438, 0.01616000011563301, 0.015647999942302704, 0.015552000142633915, 0.01600000075995922]",65.0,125.968,0.0020586194332823,0.0,0,0.0,1.256481587696726e-07,65197931113.47434,2.083333333333333,64.0,,0.2705361694097519,0.0791577622294426,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
32,1,100,2.083333333333333,,100.0,63.0,0.0201119998469948,"[0.012927999719977379, 0.02486399933695793, 0.021344000473618507, 0.021183999255299568, 0.02179200015962124, 0.02038400061428547, 0.019392000511288643, 0.019711999222636223, 0.01974399946630001, 0.0197759997099638]",64.0,102.368,0.0020588252003371,0.0,0,0.0,1.256607177940168e-07,65191414976.86124,2.083333333333333,63.0,,0.1591371838003397,0.0738687813282013,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,235,2.083333333333333,,100.0,63.0,0.0160352002829313,"[0.009535999968647957, 0.02112000063061714, 0.018464000895619392, 0.016704000532627106, 0.01600000075995922, 0.01587199978530407, 0.015359999611973763, 0.016448000445961952, 0.015519999898970127, 0.01532800029963255]",65.0,125.993,0.0020203229892473,0.0,0,0.0,1.2331072932418008e-07,66433797325.6446,2.083333333333333,63.0,,1.8693178426474333,0.093699200078845,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,32,250,2.083333333333333,,100.0,64.0,0.0163391999900341,"[0.009535999968647957, 0.02160000056028366, 0.018880000337958336, 0.017152000218629837, 0.016287999227643013, 0.01635199971497059, 0.015936000272631645, 0.015904000028967857, 0.015647999942302704, 0.016095999628305435]",65.0,125.922,0.002057464741145,0.0,0,0.0,1.2557768195465541e-07,65234521552.62774,2.083333333333333,64.0,,0.2712260466068983,0.0814581289887428,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1024,1,250,60.18650336323714,,100.0,63.0,0.0259423999115824,"[0.018751999363303185, 0.030239999294281006, 0.028896000236272812, 0.026815999299287796, 0.02627200074493885, 0.026079999282956123, 0.0261439997702837, 0.02550400048494339, 0.025407999753952026, 0.025312000885605812]",64.0,103.539,0.0026860501444453,0.0,0,0.0,1.6394349026155626e-07,49968437215.35051,60.18650336323714,63.0,,0.1666778698563575,0.0760380644351244,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,115,4.166290299065658,,100.0,63.0,0.0161663999781012,"[0.009664000011980534, 0.021023999899625778, 0.01865600049495697, 0.016672000288963318, 0.016287999227643013, 0.01616000011563301, 0.01616000011563301, 0.01583999954164028, 0.01548799965530634, 0.01571200042963028]",65.0,116.553,0.0018842424166476,0.0,0,0.0,1.1500503031296605e-07,71231666803.67726,4.166290299065658,63.0,,1.6183929983526468,0.0918381847441196,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,100,65.9126254251442,,100.0,65.0,0.037631999887526,"[0.029983999207615852, 0.0424639992415905, 0.040832001715898514, 0.0390079990029335, 0.03872000053524971, 0.037728000432252884, 0.03753599897027016, 0.036768000572919846, 0.0360959991812706, 0.03718400001525879]",66.0,97.21,0.0036582067090664,0.0,0,0.0,2.232792180826664e-07,36689487137.880486,65.9126254251442,65.0,,0.1602168194949627,0.0796189997345209,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,135,4.166294237400161,,100.0,63.0,0.0161599998362362,"[0.009535999968647957, 0.020959999412298203, 0.018719999119639397, 0.016863999888300896, 0.016896000131964684, 0.016416000202298164, 0.015424000099301338, 0.01548799965530634, 0.015168000012636185, 0.016127999871969223]",65.0,134.302,0.0021703202980061,0.0,0,0.0,1.3246583850135492e-07,61842359454.17889,4.166294237400161,63.0,,1.5213338192552328,0.0923080369830131,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
32,1,250,2.083333333333333,,100.0,63.0,0.0181920001283288,"[0.010751999914646149, 0.022911999374628067, 0.02022399939596653, 0.019071999937295914, 0.018783999606966972, 0.01942400075495243, 0.017472000792622566, 0.017920000478625298, 0.016992000862956047, 0.01836800016462803]",64.0,103.835,0.001888966333325,0.0,0,0.0,1.1529335530548222e-07,71053531040.83414,2.083333333333333,63.0,,0.1631171908229589,0.0792387872934341,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,150,4.166264299724182,,100.0,63.0,0.0165727998130023,"[0.009664000011980534, 0.021503999829292297, 0.018783999606966972, 0.017535999417304993, 0.017311999574303627, 0.016831999644637108, 0.016063999384641647, 0.015936000272631645, 0.016095999628305435, 0.01600000075995922]",65.0,135.186,0.0022404105155205,0.0,0,0.0,1.3674380587893896e-07,59907649544.67103,4.166264299724182,63.0,,1.580212963744998,0.0916281715035438,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
256,4,100,66.42984117701897,,100.0,63.0,0.0691007990390062,"[0.061216000467538834, 0.07411199808120728, 0.0716480016708374, 0.07023999840021133, 0.06940799951553345, 0.06915199756622314, 0.06851200014352798, 0.0689919963479042, 0.06918399780988693, 0.06854400038719177]",64.0,102.462,0.0070802060711346,0.0,0,0.0,4.3214148383390244e-07,18956754457.64117,66.42984117701897,63.0,,0.1721570733934641,0.0804988667368888,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,165,4.166297187691859,,100.0,63.0,0.0159647999331355,"[0.009568000212311745, 0.021407999098300934, 0.018015999346971512, 0.016992000862956047, 0.01600000075995922, 0.016287999227643013, 0.015647999942302704, 0.015424000099301338, 0.014944000169634819, 0.015359999611973763]",65.0,135.307,0.0021601491845527,0.0,0,0.0,1.3184504300248818e-07,62133545664.24922,4.166297187691859,63.0,,1.5796930529177189,0.0927378423511982,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
8,128,250,66.30606920473316,,100.0,63.0,0.0455487992614507,"[0.03814399987459183, 0.05119999870657921, 0.048287998884916306, 0.046879999339580536, 0.045791998505592346, 0.04543999955058098, 0.04495999962091446, 0.04479999840259552, 0.04464000090956688, 0.045343998819589615]",64.0,112.756,0.0051359004095241,0.0,0,0.0,3.134704839797451e-07,26133241943.53599,66.30606920473316,63.0,,0.1636170782148838,0.0829189084470272,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,185,4.166260094152121,,100.0,64.0,0.0160704001784324,"[0.009600000455975533, 0.021568000316619873, 0.018432000651955605, 0.01724799908697605, 0.0161920003592968, 0.016448000445961952, 0.015168000012636185, 0.015296000055968761, 0.01532800029963255, 0.015424000099301338]",66.0,135.642,0.0021798212210029,0.0,0,0.0,1.3304572882098e-07,61572814644.97643,4.166260094152121,64.0,,1.6217718366533518,0.0947192311286926,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,165,65.9109825655862,,100.0,65.0,0.0367360001429915,"[0.029055999591946602, 0.04108799993991852, 0.03920000046491623, 0.03807999938726425, 0.03728000074625015, 0.03718400001525879, 0.036288000643253326, 0.03638400137424469, 0.035999998450279236, 0.03680000081658363]",70.0,167.873,0.0061669825520044,0.0,0,0.0,3.764027436526134e-07,21763922123.69338,65.9109825655862,65.0,,0.1597278751432895,0.0808371696621179,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,200,4.166105085253408,,100.0,62.0,0.0142560001928359,"[0.00774399982765317, 0.01990400068461895, 0.016736000776290894, 0.015424000099301338, 0.014431999996304512, 0.013791999779641628, 0.014047999866306782, 0.013632000423967838, 0.013376000337302685, 0.013472000136971474]",64.0,0.0,0.0,0.0,0,0.0,1000000.0,0.0,4.166105085253408,62.0,,1.5082450117915869,0.093177892267704,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,215,4.166261478879956,,100.0,64.0,0.0160895998589694,"[0.009535999968647957, 0.021215999498963356, 0.01788800023496151, 0.01692800037562847, 0.015936000272631645, 0.01664000004529953, 0.01603199914097786, 0.01583999954164028, 0.015263999812304974, 0.015615999698638916]",66.0,135.303,0.0021769711297181,0.0,0,0.0,1.328717730540859e-07,61653425793.1925,4.166261478879956,64.0,,1.594342989847064,0.0933480914682149,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,235,4.166298554691335,,100.0,64.0,0.0162175999954342,"[0.009503999724984169, 0.02143999934196472, 0.018751999363303185, 0.016736000776290894, 0.01600000075995922, 0.016416000202298164, 0.015807999297976494, 0.015904000028967857, 0.01571200042963028, 0.015904000028967857]",66.0,135.266,0.0021936898809824,0.0,0,0.0,1.3389220464980553e-07,61183547028.94123,4.166298554691335,64.0,,1.5718229115009308,0.0943990889936685,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,64,250,4.166266874126579,,100.0,63.0,0.016438400093466,"[0.009568000212311745, 0.021727999672293663, 0.01881599985063076, 0.017216000705957413, 0.016863999888300896, 0.01635199971497059, 0.016224000602960587, 0.015904000028967857, 0.01548799965530634, 0.016224000602960587]",66.0,135.265,0.0022235401886426,0.0,0,0.0,1.357141228419607e-07,60362177704.52377,4.166266874126579,63.0,,1.5573641285300257,0.0951078254729509,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
